first,second
48.4958,661.00
48.5102,539.00
48.5246,480.00
48.5390,402.00
48.5535,384.74
48.5679,390.88
48.5823,391.91
48.5967,373.49
48.6111,349.95
48.6255,322.33
48.6399,310.05
48.6543,352.00
48.6687,315.50
48.6831,354.00
48.6975,354.00
48.7119,365.50
48.7263,350.00
48.7407,336.00
48.7552,321.81
48.7696,322.33
48.7840,368.37
48.7984,379.63
48.8128,383.72
48.8272,440.00
48.8416,473.77
48.8560,568.00
48.8704,641.50
48.8848,784.00
48.8992,914.00
48.9136,954.00
48.9280,954.00
48.9425,1040.00
48.9569,949.58
48.9713,900.47
48.9857,856.47
49.0001,776.65
49.0145,763.35
49.0289,769.49
49.0433,719.35
49.0577,750.00
49.0721,754.00
49.0865,742.00
49.1009,634.00
49.1153,601.00
49.1297,627.00
49.1442,587.00
49.1586,671.26
49.1730,733.67
49.1874,825.77
49.2018,927.58
49.2162,1056.00
49.2306,1071.35
49.2450,1134.79
49.2594,1084.00
49.2738,941.00
49.2882,848.50
49.3026,778.00
49.3170,694.00
49.3315,699.50
49.3459,725.00
49.3603,792.51
49.3747,686.60
49.3891,695.81
49.4035,557.67
49.4179,546.42
49.4323,404.19
49.4467,370.42
49.4611,348.00
49.4755,321.00
49.4899,281.00
49.5043,293.00
49.5187,281.00
49.5332,283.00
49.5476,272.00
49.5620,277.30
49.5764,270.14
49.5908,274.23
49.6052,291.63
49.6196,270.14
49.6340,236.37
49.6484,276.28
49.6628,247.50
49.6772,269.00
49.6916,252.00
49.7060,261.00
49.7205,269.00
49.7349,252.00
49.7493,262.00
49.7637,252.74
49.7781,247.63
49.7925,218.98
49.8069,235.35
49.8213,252.74
49.8357,257.86
49.8501,243.53
49.8645,247.00
49.8789,244.00
49.8933,272.00
49.9077,243.00
49.9222,263.00
49.9366,287.00
49.9510,248.65
49.9654,258.88
49.9798,267.07
49.9942,234.33
50.0086,268.09
50.0230,253.77
50.0374,292.65
50.0518,272.00
50.0662,275.00
50.0806,280.00
50.0950,270.00
50.1094,277.00
50.1239,261.00
50.1383,281.50
50.1527,259.91
50.1671,274.23
50.1815,270.14
50.1959,263.49
50.2103,280.37
50.2247,271.16
50.2391,267.07
50.2535,264.00
50.2679,258.00
50.2823,258.00
50.2967,243.00
50.3112,261.00
50.3256,258.50
50.3400,290.00
50.3544,258.88
50.3688,257.86
50.3832,306.98
50.3976,280.37
50.4120,306.98
50.4264,267.07
50.4408,291.63
50.4552,288.00
50.4696,309.00
50.4840,287.00
50.4984,323.00
50.5129,311.00
50.5273,379.00
50.5417,400.00
50.5561,452.28
50.5705,467.63
50.5849,550.51
50.5993,587.35
50.6137,686.60
50.6281,766.93
50.6425,789.95
50.6569,865.00
50.6713,890.50
50.6857,1034.00
50.7002,1127.00
50.7146,1235.50
50.7290,1226.00
50.7434,1324.00
50.7578,1351.72
50.7722,1364.00
50.7866,1367.07
50.8010,1405.95
50.8154,1382.93
50.8298,1454.05
50.8442,1508.28
50.8586,1618.00
50.8730,1554.00
50.8874,1515.00
50.9019,1502.00
50.9163,1329.00
50.9307,1248.00
50.9451,1156.00
50.9595,1036.56
50.9739,954.70
50.9883,869.77
51.0027,858.51
51.0171,850.33
51.0315,804.28
51.0459,754.14
51.0603,685.00
51.0747,622.00
51.0891,524.00
51.1036,501.00
51.1180,431.00
51.1324,437.50
51.1468,487.50
51.1612,445.12
51.1756,494.23
51.1900,493.21
51.2044,536.19
51.2188,498.33
51.2332,611.40
51.2476,618.05
51.2620,624.00
51.2764,717.00
51.2909,736.00
51.3053,870.50
51.3197,1016.00
51.3341,1141.00
51.3485,1344.00
51.3629,1377.30
51.3773,1385.49
51.3917,1381.40
51.4061,1325.12
51.4205,1265.77
51.4349,1149.12
51.4493,1012.00
51.4637,1013.00
51.4781,989.00
51.4926,997.00
51.5070,1002.00
51.5214,963.50
51.5358,918.00
51.5502,947.53
51.5646,889.21
51.5790,909.67
51.5934,931.16
51.6078,1006.88
51.6222,1064.19
51.6366,1193.63
51.6510,1278.00
51.6654,1280.00
51.6799,1327.00
51.6943,1177.50
51.7087,1088.00
51.7231,947.00
51.7375,859.00
51.7519,778.70
51.7663,847.26
51.7807,840.60
51.7951,860.56
51.8095,862.60
51.8239,761.30
51.8383,702.98
51.8527,631.00
51.8671,549.00
51.8816,420.00
51.8960,393.00
51.9104,335.00
51.9248,329.00
51.9392,333.00
51.9536,297.77
51.9680,321.30
51.9824,313.63
51.9968,271.16
52.0112,289.58
52.0256,265.02
52.0400,282.42
52.0544,248.00
52.0689,278.00
52.0833,250.00
52.0977,268.00
52.1121,275.00
52.1265,236.00
52.1409,254.50
52.1553,247.12
52.1697,247.63
52.1841,252.74
52.1985,284.47
52.2129,287.53
52.2273,271.16
52.2417,276.28
52.2561,258.00
52.2706,335.00
52.2850,305.50
52.2994,286.00
52.3138,288.00
52.3282,300.00
52.3426,269.00
52.3570,314.14
52.3714,287.53
52.3858,261.95
52.4002,306.98
52.4146,267.07
52.4290,286.51
52.4434,286.51
52.4578,278.00
52.4723,267.00
52.4867,290.00
52.5011,240.00
52.5155,263.00
52.5299,262.00
52.5443,281.00
52.5587,289.58
52.5731,290.60
52.5875,236.88
52.6019,237.40
52.6163,252.74
52.6307,239.44
52.6451,287.53
52.6596,262.00
52.6740,264.00
52.6884,318.00
52.7028,289.00
52.7172,325.00
52.7316,365.00
52.7460,371.00
52.7604,441.02
52.7748,513.67
52.7892,522.88
52.8036,555.63
52.8180,572.00
52.8324,535.16
52.8468,529.02
52.8613,479.00
52.8757,479.00
52.8901,498.00
52.9045,531.00
52.9189,520.00
52.9333,573.00
52.9477,647.00
52.9621,643.63
52.9765,664.09
52.9909,655.91
53.0053,601.67
53.0197,543.35
53.0341,558.70
53.0486,465.58
53.0630,448.00
53.0774,454.00
53.0918,491.00
53.1062,448.00
53.1206,476.00
53.1350,485.00
53.1494,519.81
53.1638,533.12
53.1782,616.51
53.1926,575.07
53.2070,516.74
53.2214,464.56
53.2358,457.40
53.2503,436.42
53.2647,449.00
53.2791,435.00
53.2935,464.00
53.3079,455.00
53.3223,452.00
53.3367,550.00
53.3511,563.81
53.3655,642.60
53.3799,670.23
53.3943,715.26
53.4087,728.05
53.4231,892.28
53.4375,957.77
53.4520,1052.00
53.4664,1035.00
53.4808,1077.00
53.4952,1054.00
53.5096,991.00
53.5240,903.00
53.5384,810.00
53.5528,777.67
53.5672,722.93
53.5816,738.79
53.5960,712.19
53.6104,722.42
53.6248,668.19
53.6393,643.12
53.6537,620.00
53.6681,563.00
53.6825,442.00
53.6969,424.00
53.7113,386.00
53.7257,351.00
53.7401,367.00
53.7545,361.21
53.7689,355.07
53.7833,371.44
53.7977,401.12
53.8121,390.88
53.8265,423.63
53.8410,434.88
53.8554,500.00
53.8698,516.00
53.8842,525.00
53.8986,546.00
53.9130,592.00
53.9274,589.00
53.9418,673.00
53.9562,661.02
53.9706,742.88
53.9850,822.70
53.9994,931.16
54.0138,1052.93
54.0283,1149.12
54.0427,1368.09
54.0571,1559.50
54.0715,1680.00
54.0859,1862.00
54.1003,1854.00
54.1147,1889.00
54.1291,1804.00
54.1435,1553.00
54.1579,1570.70
54.1723,1519.02
54.1867,1453.53
54.2011,1432.56
54.2155,1419.77
54.2300,1495.49
54.2444,1447.40
54.2588,1506.00
54.2732,1314.00
54.2876,1150.00
54.3020,1051.00
54.3164,877.00
54.3308,765.00
54.3452,667.00
54.3596,567.91
54.3740,532.09
54.3884,509.58
54.4028,510.60
54.4172,494.23
54.4317,462.51
54.4461,414.42
54.4605,416.00
54.4749,333.00
54.4893,290.00
54.5037,293.00
54.5181,277.00
54.5325,310.00
54.5469,333.00
54.5613,265.02
54.5757,276.28
54.5901,303.91
54.6045,286.51
54.6190,264.00
54.6334,261.95
54.6478,304.42
54.6622,287.00
54.6766,288.00
54.6910,311.50
54.7054,285.00
54.7198,322.50
54.7342,256.00
54.7486,307.00
54.7630,256.84
54.7774,285.49
54.7918,264.00
54.8062,269.12
54.8207,281.40
54.8351,258.88
54.8495,279.35
54.8639,264.00
54.8783,249.00
54.8927,265.00
54.9071,227.00
54.9215,260.00
54.9359,271.00
54.9503,298.28
54.9647,253.77
54.9791,256.84
54.9935,277.30
55.0080,285.49
55.0224,271.16
55.0368,282.93
55.0512,320.00
55.0656,322.00
55.0800,353.00
55.0944,325.00
55.1088,340.50
55.1232,369.00
55.1376,376.00
55.1520,408.28
55.1664,416.47
55.1808,394.98
55.1952,421.07
55.2097,428.23
55.2241,449.21
55.2385,447.16
55.2529,401.00
55.2673,465.00
55.2817,459.00
55.2961,464.00
55.3105,463.00
55.3249,453.00
55.3393,435.00
55.3537,433.86
55.3681,432.84
55.3825,385.77
55.3970,450.23
55.4114,476.84
55.4258,508.56
55.4402,492.19
55.4546,541.00
55.4690,612.00
55.4834,651.00
55.4978,722.00
55.5122,789.00
55.5266,733.50
55.5410,790.00
55.5554,820.65
55.5698,762.33
55.5842,765.91
55.5987,668.19
55.6131,630.33
55.6275,643.63
55.6419,616.00
55.6563,637.00
55.6707,670.50
55.6851,622.00
55.6995,691.00
55.7139,674.50
55.7283,678.00
55.7427,629.00
55.7571,605.77
55.7715,557.67
55.7859,532.09
55.8004,453.30
55.8148,424.65
55.8292,448.19
55.8436,457.40
55.8580,510.00
55.8724,508.00
55.8868,539.00
55.9012,491.00
55.9156,533.00
55.9300,496.00
55.9444,515.00
55.9588,423.63
55.9732,410.33
55.9877,372.47
56.0021,340.74
56.0165,360.19
56.0309,348.93
56.0453,380.65
56.0597,353.00
56.0741,362.00
56.0885,343.00
56.1029,322.00
56.1173,296.00
56.1317,293.50
56.1461,283.50
56.1605,294.70
56.1749,264.00
56.1894,287.53
56.2038,237.40
56.2182,268.09
56.2326,265.02
56.2470,257.86
56.2614,248.00
56.2758,232.00
56.2902,230.00
56.3046,231.00
56.3190,221.00
56.3334,251.00
56.3478,236.00
56.3622,287.53
56.3767,268.09
56.3911,282.42
56.4055,325.40
56.4199,273.21
56.4343,338.70
56.4487,281.40
56.4631,292.00
56.4775,315.00
56.4919,288.00
56.5063,264.00
56.5207,278.00
56.5351,282.00
56.5495,314.14
56.5639,320.28
56.5784,305.95
56.5928,280.37
56.6072,290.60
56.6216,283.44
56.6360,281.40
56.6504,271.16
56.6648,293.50
56.6792,252.00
56.6936,254.00
56.7080,299.00
56.7224,290.00
56.7368,306.00
56.7512,300.84
56.7656,255.81
56.7801,281.40
56.7945,274.23
56.8089,289.58
56.8233,271.16
56.8377,301.86
56.8521,302.50
56.8665,313.00
56.8809,341.00
56.8953,315.00
56.9097,345.00
56.9241,318.00
56.9385,271.00
56.9529,318.23
56.9674,289.58
56.9818,287.53
56.9962,254.28
57.0106,273.21
57.0250,293.67
57.0394,270.14
57.0538,317.50
57.0682,306.00
57.0826,323.00
57.0970,379.00
57.1114,372.00
57.1258,348.00
57.1402,332.00
57.1546,312.09
57.1691,333.58
57.1835,326.42
57.1979,334.60
57.2123,333.58
57.2267,310.05
57.2411,302.88
57.2555,353.00
57.2699,385.00
57.2843,380.00
57.2987,472.00
57.3131,409.00
57.3275,405.00
57.3419,452.00
57.3564,398.05
57.3708,407.26
57.3852,348.93
57.3996,352.00
57.4140,379.63
57.4284,381.67
57.4428,459.44
57.4572,441.00
57.4716,530.50
57.4860,612.00
57.5004,651.00
57.5148,771.50
57.5292,899.00
57.5436,1092.00
57.5581,1085.67
57.5725,1103.07
57.5869,1023.26
57.6013,966.98
57.6157,957.26
57.6301,796.09
57.6445,751.07
57.6589,701.00
57.6733,773.00
57.6877,792.00
57.7021,765.50
57.7165,785.00
57.7309,789.00
57.7454,751.00
57.7598,690.70
57.7742,623.16
57.7886,583.26
57.8030,586.33
57.8174,587.35
57.8318,660.00
57.8462,689.67
57.8606,804.00
57.8750,904.00
57.8894,1004.00
57.9038,1172.00
57.9182,1103.00
57.9326,1162.00
57.9471,1117.00
57.9615,1032.47
57.9759,933.21
57.9903,866.19
58.0047,692.74
58.0191,698.88
58.0335,705.02
58.0479,697.86
58.0623,733.00
58.0767,778.50
58.0911,690.00
58.1055,722.00
58.1199,683.50
58.1343,521.00
58.1488,463.50
58.1632,397.02
58.1776,378.60
58.1920,293.67
58.2064,265.02
58.2208,265.53
58.2352,304.93
58.2496,270.14
58.2640,242.00
58.2784,274.00
58.2928,241.00
58.3072,233.00
58.3216,275.00
58.3361,257.00
58.3505,215.91
58.3649,242.51
58.3793,227.16
58.3937,244.05
58.4081,289.58
58.4225,254.79
58.4369,210.79
58.4513,252.00
58.4657,248.00
58.4801,257.00
58.4945,266.50
58.5089,260.00
58.5233,276.00
58.5378,281.00
58.5522,275.26
58.5666,249.67
58.5810,261.95
58.5954,259.91
58.6098,311.07
58.6242,291.12
58.6386,267.07
58.6530,279.00
58.6674,270.00
58.6818,282.00
58.6962,270.00
58.7106,269.00
58.7251,284.00
58.7395,255.00
58.7539,256.84
58.7683,262.98
58.7827,246.60
58.7971,239.44
58.8115,234.33
58.8259,262.98
58.8403,243.53
58.8547,249.00
58.8691,228.00
58.8835,246.00
58.8979,272.00
58.9123,258.00
58.9268,258.00
58.9412,297.50
58.9556,328.98
58.9700,281.40
58.9844,326.42
58.9988,366.33
59.0132,392.93
59.0276,417.49
59.0420,447.16
59.0564,428.00
59.0708,447.00
59.0852,435.50
59.0996,443.00
59.1140,400.00
59.1285,387.00
59.1429,414.00
59.1573,443.07
59.1717,460.47
59.1861,542.33
59.2005,577.12
59.2149,592.47
59.2293,605.77
59.2437,693.77
59.2581,681.00
59.2725,690.00
59.2869,639.00
59.3013,651.00
59.3158,735.00
59.3302,765.00
59.3446,842.00
59.3590,935.26
59.3734,998.70
59.3878,1016.09
59.4022,1079.53
59.4166,1052.93
59.4310,998.70
59.4454,1008.93
59.4598,952.50
59.4742,904.00
59.4886,940.00
59.5030,927.00
59.5175,946.00
59.5319,988.00
59.5463,1057.00
59.5607,1131.72
59.5751,1111.26
59.5895,1085.67
59.6039,1079.53
59.6183,1080.05
59.6327,1028.37
59.6471,906.60
59.6615,929.00
59.6759,913.00
59.6903,836.00
59.7048,884.00
59.7192,971.00
59.7336,970.00
59.7480,1089.00
59.7624,1053.95
59.7768,1120.98
59.7912,1162.42
59.8056,1121.49
59.8200,1022.23
59.8344,916.84
59.8488,910.70
59.8632,809.00
59.8776,725.00
59.8920,692.00
59.9065,624.00
59.9209,636.00
59.9353,654.00
59.9497,587.86
59.9641,568.93
59.9785,562.79
59.9929,550.51
60.0073,482.98
60.0217,443.58
60.0361,409.30
60.0505,376.56
60.0649,341.00
60.0793,288.00
60.0938,302.50
60.1082,266.00
60.1226,263.00
60.1370,268.00
60.1514,249.67
60.1658,287.53
60.1802,245.58
60.1946,252.74
60.2090,261.95
60.2234,281.40
60.2378,284.47
60.2522,293.00
60.2666,309.00
60.2810,320.00
60.2955,381.00
60.3099,384.00
60.3243,438.00
60.3387,498.00
60.3531,521.86
60.3675,638.51
60.3819,776.65
60.3963,904.56
60.4107,1034.51
60.4251,1205.40
60.4395,1225.86
60.4539,1353.00
60.4683,1282.00
60.4827,1177.00
60.4972,1126.00
60.5116,1027.00
60.5260,971.00
60.5404,962.00
60.5548,1082.60
60.5692,1198.74
60.5836,1241.21
60.5980,1274.47
60.6124,1274.98
60.6268,1267.81
60.6412,1104.09
60.6556,968.00
60.6700,936.00
60.6845,822.00
60.6989,730.00
60.7133,671.00
60.7277,666.00
60.7421,655.00
60.7565,661.02
60.7709,680.47
60.7853,734.70
60.7997,730.60
60.8141,727.53
60.8285,744.93
60.8429,823.72
60.8573,771.00
60.8717,713.00
60.8862,750.00
60.9006,702.50
60.9150,736.00
60.9294,698.00
60.9438,773.00
60.9582,751.07
60.9726,818.60
60.9870,836.00
61.0014,807.86
61.0158,808.37
61.0302,793.02
61.0446,822.19
61.0590,875.00
61.0735,906.00
61.0879,865.00
61.1023,888.00
61.1167,922.00
61.1311,927.00
61.1455,801.00
61.1599,764.37
61.1743,670.74
61.1887,643.63
61.2031,607.81
61.2175,548.47
61.2319,572.00
61.2463,552.56
61.2607,554.00
61.2752,537.00
61.2896,539.00
61.3040,552.00
61.3184,469.00
61.3328,458.00
61.3472,428.00
61.3616,472.74
61.3760,438.98
61.3904,437.95
61.4048,448.19
61.4192,470.70
61.4336,480.93
61.4480,436.93
61.4624,489.00
61.4769,462.00
61.4913,397.00
61.5057,412.00
61.5201,345.00
61.5345,345.00
61.5489,359.50
61.5633,363.26
61.5777,345.86
61.5921,370.42
61.6065,371.44
61.6209,342.79
61.6353,340.74
61.6497,302.88
61.6642,304.50
61.6786,310.00
61.6930,261.00
61.7074,261.00
61.7218,260.00
61.7362,248.00
61.7506,228.19
61.7650,247.63
61.7794,232.28
61.7938,214.88
61.8082,212.84
61.8226,238.42
61.8370,258.88
61.8514,229.00
61.8659,252.00
61.8803,230.50
61.8947,218.00
61.9091,227.00
61.9235,242.00
61.9379,226.00
61.9523,248.14
61.9667,252.74
61.9811,239.44
61.9955,283.44
62.0099,328.47
62.0243,378.60
62.0387,445.63
62.0532,510.00
62.0676,618.00
62.0820,682.00
62.0964,704.00
62.1108,793.00
62.1252,702.00
62.1396,692.00
62.1540,606.79
62.1684,531.07
62.1828,472.74
62.1972,404.19
62.2116,437.95
62.2260,465.58
62.2404,464.56
62.2549,539.00
62.2693,611.00
62.2837,640.00
62.2981,713.00
62.3125,695.00
62.3269,657.00
62.3413,638.00
62.3557,587.35
62.3701,547.44
62.3845,458.42
62.3989,389.86
62.4133,376.56
62.4277,325.40
62.4422,329.49
62.4566,336.00
62.4710,344.00
62.4854,353.00
62.4998,340.00
62.5142,330.00
62.5286,338.00
62.5430,349.00
62.5574,282.42
62.5718,284.47
62.5862,258.88
62.6006,225.12
62.6150,227.16
62.6294,209.77
62.6439,224.09
62.6583,195.00
62.6727,219.00
62.6871,196.00
62.7015,197.00
62.7159,199.00
62.7303,171.00
62.7447,199.00
62.7591,212.84
62.7735,165.77
62.7879,201.58
62.8023,199.53
62.8167,177.02
62.8311,200.56
62.8456,210.79
62.8600,196.00
62.8744,199.00
62.8888,204.00
62.9032,155.00
62.9176,197.00
62.9320,186.00
62.9464,213.00
62.9608,185.21
62.9752,190.84
62.9896,168.84
63.0040,190.33
63.0184,192.37
63.0329,192.37
63.0473,186.74
63.0617,182.00
63.0761,186.00
63.0905,191.00
63.1049,189.00
63.1193,198.00
63.1337,200.00
63.1481,180.00
63.1625,180.09
63.1769,161.67
63.1913,170.88
63.2057,165.26
63.2201,187.26
63.2346,161.67
63.2490,186.23
63.2634,160.00
63.2778,190.00
63.2922,175.00
63.3066,197.00
63.3210,179.00
63.3354,168.00
63.3498,181.12
63.3642,170.37
63.3786,136.09
63.3930,150.42
63.4074,148.37
63.4219,177.02
63.4363,178.05
63.4507,151.00
63.4651,148.50
63.4795,174.00
63.4939,187.00
63.5083,145.00
63.5227,171.00
63.5371,162.00
63.5515,181.12
63.5659,160.65
63.5803,148.37
63.5947,168.84
63.6091,164.74
63.6236,149.40
63.6380,156.56
63.6524,148.00
63.6668,162.00
63.6812,175.00
63.6956,167.00
63.7100,189.00
63.7244,183.00
63.7388,155.50
63.7532,187.26
63.7676,157.58
63.7820,173.95
63.7964,194.42
63.8108,190.33
63.8253,168.84
63.8397,185.72
63.8541,179.00
63.8685,210.00
63.8829,198.00
63.8973,202.00
63.9117,200.00
63.9261,221.00
63.9405,261.00
63.9549,267.07
63.9693,280.37
63.9837,290.09
63.9981,282.42
64.0126,293.67
64.0270,310.56
64.0414,281.40
64.0558,270.00
64.0702,260.00
64.0846,268.00
64.0990,319.00
64.1134,308.00
64.1278,351.00
64.1422,327.00
64.1566,299.81
64.1710,323.35
64.1854,293.67
64.1998,260.93
64.2143,294.70
64.2287,243.53
64.2431,253.77
64.2575,237.00
64.2719,226.00
64.2863,230.00
64.3007,219.00
64.3151,229.00
64.3295,236.00
64.3439,239.00
64.3583,235.86
64.3727,211.81
64.3871,194.42
64.4016,183.16
64.4160,187.26
64.4304,171.40
64.4448,168.84
64.4592,198.50
64.4736,178.00
64.4880,174.00
64.5024,208.00
64.5168,197.00
64.5312,216.00
64.5456,206.00
64.5600,201.58
64.5744,243.53
64.5888,247.63
64.6033,222.05
64.6177,260.93
64.6321,228.19
64.6465,237.40
64.6609,255.50
64.6753,251.00
64.6897,222.00
64.7041,222.00
64.7185,218.00
64.7329,204.00
64.7473,250.00
64.7617,249.67
64.7761,243.53
64.7906,240.47
64.8050,232.28
64.8194,233.81
64.8338,243.02
64.8482,220.00
64.8626,254.00
64.8770,271.00
64.8914,283.00
64.9058,289.00
64.9202,298.00
64.9346,272.00
64.9490,280.00
64.9634,226.14
64.9778,224.60
64.9923,202.60
65.0067,220.00
65.0211,222.05
65.0355,228.19
65.0499,198.51
65.0643,228.00
65.0787,222.00
65.0931,215.00
65.1075,216.00
65.1219,216.00
65.1363,194.00
65.1507,176.00
65.1651,177.02
65.1795,182.14
65.1940,182.14
65.2084,152.47
65.2228,168.84
65.2372,155.53
65.2516,170.00
65.2660,142.00
65.2804,169.00
65.2948,152.00
65.3092,158.00
65.3236,154.00
65.3380,154.00
65.3524,166.79
65.3668,167.81
65.3813,184.70
65.3957,159.63
65.4101,145.30
65.4245,154.51
65.4389,181.12
65.4533,160.00
65.4677,143.50
65.4821,177.50
65.4965,193.00
65.5109,164.00
65.5253,162.00
65.5397,172.00
65.5541,173.95
65.5685,182.14
65.5830,166.79
65.5974,187.26
65.6118,187.26
65.6262,198.51
65.6406,228.19
65.6550,208.00
65.6694,217.00
65.6838,220.00
65.6982,180.00
65.7126,191.00
65.7270,198.00
65.7414,223.00
65.7558,208.74
65.7703,198.51
65.7847,186.74
65.7991,217.95
65.8135,181.12
65.8279,199.53
65.8423,195.44
65.8567,195.44
65.8711,212.33
65.8855,207.72
65.8999,226.14
65.9143,216.93
65.9287,201.58
65.9431,213.86
65.9575,211.62
65.9720,255.62
65.9864,276.57
66.0008,289.14
66.0152,305.90
66.0296,333.14
66.0440,304.86
66.0584,352.00
66.0728,368.76
66.0872,316.38
66.1016,311.14
66.1160,305.90
66.1304,254.57
66.1448,255.62
66.1592,244.68
66.1737,262.93
66.1881,279.02
66.2025,301.56
66.2169,297.27
66.2313,262.93
66.2457,292.98
66.2601,321.95
66.2745,321.95
66.2889,318.20
66.3033,354.15
66.3177,361.66
66.3321,401.37
66.3465,450.73
66.3610,476.30
66.3754,513.70
66.3898,493.35
66.4042,514.80
66.4186,480.15
66.4330,464.20
66.4474,410.30
66.4618,410.85
66.4762,442.20
66.4906,459.25
66.5050,447.70
66.5194,542.30
66.5338,562.10
66.5482,562.10
66.5627,567.49
66.5771,560.72
66.5915,491.90
66.6059,459.18
66.6203,396.00
66.6347,408.41
66.6491,305.74
66.6635,348.62
66.6779,336.21
66.6923,310.26
66.7067,323.79
66.7211,324.92
66.7355,320.41
66.7500,287.16
66.7644,299.89
66.7788,287.16
66.7932,275.00
66.8076,272.11
66.8220,242.00
66.8364,218.84
66.8508,189.89
66.8652,200.89
66.8796,222.32
66.8940,200.32
66.9084,198.00
66.9228,188.74
66.9372,221.16
66.9517,193.24
66.9661,197.41
66.9805,212.86
66.9949,214.05
67.0093,246.16
67.0237,239.03
67.0381,288.97
67.0525,256.86
67.0669,260.43
67.0813,288.97
67.0957,284.22
67.1101,258.05
67.1245,291.35
67.1390,253.30
67.1534,245.67
67.1678,239.56
67.1822,241.39
67.1966,266.44
67.2110,240.78
67.2254,267.67
67.2398,264.00
67.2542,281.72
67.2686,281.11
67.2830,300.06
67.2974,283.56
67.3118,281.11
67.3262,276.22
67.3407,224.89
67.3551,232.57
67.3695,222.51
67.3839,217.49
67.3983,227.54
67.4127,226.29
67.4271,242.63
67.4415,238.86
67.4559,238.86
67.4703,242.63
67.4847,231.31
67.4991,233.83
67.5135,196.11
67.5279,206.17
67.5424,235.09
67.5568,187.65
67.5712,207.06
67.5856,203.18
67.6000,177.29
67.6144,188.94
67.6288,181.18
67.6432,139.76
67.6576,172.12
67.6720,199.29
67.6864,154.00
67.7008,210.94
67.7152,170.82
67.7297,146.24
67.7441,155.94
67.7585,178.67
67.7729,165.33
67.7873,156.00
67.8017,165.33
67.8161,180.00
67.8305,153.33
67.8449,142.67
67.8593,162.67
67.8737,136.00
67.8881,145.33
67.9025,159.33
67.9169,137.33
67.9314,132.67
67.9458,140.00
67.9602,169.13
67.9746,165.00
67.9890,148.50
68.0034,165.00
68.0178,137.50
68.0322,138.88
68.0466,151.25
68.0610,147.13
68.0754,137.50
68.0898,152.63
68.1042,162.25
68.1187,136.13
68.1331,151.25
68.1475,155.38
68.1619,148.32
68.1763,156.13
68.1907,156.13
68.2051,141.94
68.2195,168.90
68.2339,178.84
68.2483,227.81
68.2627,202.97
68.2771,214.32
68.2915,228.52
68.3059,235.61
68.3204,261.16
68.3348,318.65
68.3492,266.84
68.3636,237.60
68.3780,268.40
68.3924,253.73
68.4068,258.13
68.4212,231.00
68.4356,237.60
68.4500,230.27
68.4644,247.87
68.4788,327.07
68.4932,277.20
68.5076,293.33
68.5221,316.80
68.5365,325.60
68.5509,315.59
68.5653,315.59
68.5797,312.55
68.5941,232.14
68.6085,216.97
68.6229,235.17
68.6373,233.66
68.6517,270.07
68.6661,257.93
68.6805,291.31
68.6949,254.90
68.7094,224.55
68.7238,270.07
68.7382,239.72
68.7526,216.86
68.7670,257.71
68.7814,245.14
68.7958,232.57
68.8102,187.00
68.8246,180.71
68.8390,190.14
68.8534,205.86
68.8678,210.57
68.8822,206.64
68.8966,187.00
68.9111,165.00
68.9255,166.57
68.9399,194.86
68.9543,176.00
68.9687,202.07
68.9831,179.26
68.9975,203.70
69.0119,198.81
69.0263,193.93
69.0407,187.41
69.0551,197.19
69.0695,187.41
69.0839,198.81
69.0984,185.78
69.1128,220.00
69.1272,205.33
69.1416,174.37
69.1560,179.38
69.1704,159.08
69.1848,176.00
69.1992,182.77
69.2136,167.54
69.2280,177.69
69.2424,126.92
69.2568,173.46
69.2712,189.54
69.2856,159.08
69.3001,143.85
69.3145,147.23
69.3289,137.92
69.3433,142.15
69.3577,144.32
69.3721,153.12
69.3865,160.16
69.4009,124.96
69.4153,135.52
69.4297,132.00
69.4441,123.20
69.4585,170.72
69.4729,130.24
69.4874,167.20
69.5018,174.24
69.5162,132.00
69.5306,137.28
69.5450,156.64
69.5594,187.00
69.5738,154.00
69.5882,157.67
69.6026,143.00
69.6170,188.83
69.6314,168.67
69.6458,132.00
69.6602,161.33
69.6746,143.00
69.6891,174.17
69.7035,170.50
69.7179,179.67
69.7323,181.50
69.7467,135.67
69.7611,220.00
69.7755,191.30
69.7899,208.52
69.8043,248.70
69.8187,255.39
69.8331,336.70
69.8475,353.91
69.8619,390.26
69.8763,399.83
69.8908,441.91
69.9052,443.83
69.9196,443.83
69.9340,457.22
69.9484,411.30
69.9628,324.00
69.9772,352.00
69.9916,268.00
70.0060,284.00
